"","Temp","FUND","high","low","mid","Model"
"1","1","ANZ",-4.96999222737373,12.0777485914359,2.40327100709867,"Meta-Analysis"
"2","1","CAM",27.7125484683548,-33.2421726895572,-1.72513040589114,"Meta-Analysis"
"3","1","CAN",1.68728037768624,3.71902755868778,0.505154521782719,"Meta-Analysis"
"4","1","CEE",8.40110354405996,-6.67525726873856,1.2000635660154,"Meta-Analysis"
"5","1","CHI",16.8075517824986,-18.5405501505568,0.0153198678877774,"Meta-Analysis"
"6","1","FSU",12.8430849291031,-12.6012238482402,1.1423146532418,"Meta-Analysis"
"7","1","JPK",39.2400496963927,-23.6563777220635,11.1911558594097,"Meta-Analysis"
"8","1","MDE",24.4881864880952,-26.2259314035864,2.22376536189019,"Meta-Analysis"
"9","1","NAF",22.3230471711806,-20.3498972771105,3.59088857800007,"Meta-Analysis"
"10","1","SAM",6.33452613931791,-10.8406186247719,-3.15169007212583,"Meta-Analysis"
"11","1","SAS",11.56866482234,-18.4866390224535,0.839480945250496,"Meta-Analysis"
"12","1","SEA",10.1145519338433,-11.8118444854116,0.628289873030743,"Meta-Analysis"
"13","1","SIS",8.95058047566501,-6.83808237184002,2.16474661638814,"Meta-Analysis"
"14","1","SSA",10.4654569626669,-11.3063130892308,1.50372815542846,"Meta-Analysis"
"15","1","USA",2.86695508717397,-4.74440227162411,-2.1312870646221,"Meta-Analysis"
"16","1","WEU",15.1059207016428,-11.8378648538744,0.925845645045447,"Meta-Analysis"
"17","2","ANZ",-3.22978586905291,37.4937062417873,7.54181956555162,"Meta-Analysis"
"18","2","CAM",32.3327235912779,-85.2691122908606,-10.7780879217085,"Meta-Analysis"
"19","2","CAN",3.76626747918011,25.0983856786937,7.15394250821381,"Meta-Analysis"
"20","2","CEE",8.64387013899948,-15.5942609898802,-1.76945264179932,"Meta-Analysis"
"21","2","CHI",21.4009788261094,-48.3424847830464,-3.43637216701303,"Meta-Analysis"
"22","2","FSU",13.1747049862796,-32.1684922130659,-3.66061312466386,"Meta-Analysis"
"23","2","JPK",46.2563132723298,-66.6482332278994,7.74808626950527,"Meta-Analysis"
"24","2","MDE",25.6601186492101,-63.5077189560486,-8.95626405944427,"Meta-Analysis"
"25","2","NAF",23.3832971167525,-48.9647888720468,-5.13531458805734,"Meta-Analysis"
"26","2","SAM",8.6169619750856,-29.9634608225914,-9.22921513960368,"Meta-Analysis"
"27","2","SAS",10.2708654634549,-45.5237564308198,-8.43175977277852,"Meta-Analysis"
"28","2","SEA",12.767869288546,-27.4396625847329,-2.59702978690227,"Meta-Analysis"
"29","2","SIS",9.62320839569467,-13.246401649668,-0.852933149830518,"Meta-Analysis"
"30","2","SSA",10.9487659016985,-24.0606144639738,-3.09699707265096,"Meta-Analysis"
"31","2","USA",3.2494637386687,-15.6372581164434,-1.85576054533795,"Meta-Analysis"
"32","2","WEU",19.0705297557823,-23.2219361635204,-2.39365689560595,"Meta-Analysis"
"33","3","ANZ",2.31537787123896,132.139527562309,16.401609040418,"Meta-Analysis"
"34","3","CAM",29.6185526038304,-171.111030992388,-18.8557427199261,"Meta-Analysis"
"35","3","CAN",7.30583459377637,191.620338637153,13.4550285919897,"Meta-Analysis"
"36","3","CEE",4.45354637292854,-24.575466226336,-7.8452242102898,"Meta-Analysis"
"37","3","CHI",22.7140586736611,-112.533193561242,-4.21162817200139,"Meta-Analysis"
"38","3","FSU",9.9422395236949,-92.7471481254179,-14.7545060587833,"Meta-Analysis"
"39","3","JPK",47.0062121333615,-170.718383469093,-0.799623176839804,"Meta-Analysis"
"40","3","MDE",17.6419765461706,-131.080729457112,-28.5903037888857,"Meta-Analysis"
"41","3","NAF",14.0836662530613,-90.6891323056976,-21.6558183428924,"Meta-Analysis"
"42","3","SAM",9.39292601536784,-85.9562716353166,-14.5395918731064,"Meta-Analysis"
"43","3","SAS",5.30097010726208,-89.1128479671062,-29.4332694295138,"Meta-Analysis"
"44","3","SEA",12.920307811129,-45.7958202547911,-5.59268855098088,"Meta-Analysis"
"45","3","SIS",6.9798963073914,-3.56082591796718,-6.34847364038609,"Meta-Analysis"
"46","3","SSA",8.15030467857304,-28.3362670199323,-10.6659130003739,"Meta-Analysis"
"47","3","USA",2.60617564823896,-78.3772462007768,0.334496472010415,"Meta-Analysis"
"48","3","WEU",18.8048356060645,-19.0856072200651,-5.05658008561534,"Meta-Analysis"
"49","1","ANZ",NA,NA,-2.72083750968711,"AgMIP_NoN"
"50","1","SIS",NA,NA,-0.541195834670366,"AgMIP_NoN"
"51","1","CHI",NA,NA,-0.670942669859995,"AgMIP_NoN"
"52","1","JPK",NA,NA,8.59451285888078,"AgMIP_NoN"
"53","1","SEA",NA,NA,1.68972974509517,"AgMIP_NoN"
"54","1","SAS",NA,NA,-1.3705498610779,"AgMIP_NoN"
"55","1","CAN",NA,NA,11.6370054811653,"AgMIP_NoN"
"56","1","USA",NA,NA,-6.23182059424767,"AgMIP_NoN"
"57","1","CAM",NA,NA,-8.34090215109606,"AgMIP_NoN"
"58","1","SAM",NA,NA,1.51620985116605,"AgMIP_NoN"
"59","1","WEU",NA,NA,9.39344816453395,"AgMIP_NoN"
"60","1","CEE",NA,NA,8.3655878274082,"AgMIP_NoN"
"61","1","FSU",NA,NA,6.9939231860046,"AgMIP_NoN"
"62","1","MDE",NA,NA,11.0154393140655,"AgMIP_NoN"
"63","1","NAF",NA,NA,5.74794866967244,"AgMIP_NoN"
"64","1","SSA",NA,NA,-1.50694080301115,"AgMIP_NoN"
"65","2","ANZ",NA,NA,5.09159059948351,"AgMIP_NoN"
"66","2","SIS",NA,NA,-2.45540932193092,"AgMIP_NoN"
"67","2","CHI",NA,NA,0.23611021477527,"AgMIP_NoN"
"68","2","JPK",NA,NA,10.5713408236891,"AgMIP_NoN"
"69","2","SEA",NA,NA,1.14088006153198,"AgMIP_NoN"
"70","2","SAS",NA,NA,-5.00501269310586,"AgMIP_NoN"
"71","2","CAN",NA,NA,24.4302553397191,"AgMIP_NoN"
"72","2","USA",NA,NA,-14.6662368633267,"AgMIP_NoN"
"73","2","CAM",NA,NA,-25.0964491949731,"AgMIP_NoN"
"74","2","SAM",NA,NA,2.22018532026879,"AgMIP_NoN"
"75","2","WEU",NA,NA,10.8075113675912,"AgMIP_NoN"
"76","2","CEE",NA,NA,9.27031990864128,"AgMIP_NoN"
"77","2","FSU",NA,NA,10.4234169994988,"AgMIP_NoN"
"78","2","MDE",NA,NA,10.6687435896328,"AgMIP_NoN"
"79","2","NAF",NA,NA,5.42412155910556,"AgMIP_NoN"
"80","2","SSA",NA,NA,-1.91493809509465,"AgMIP_NoN"
"81","3","ANZ",NA,NA,12.4771844859768,"AgMIP_NoN"
"82","3","SIS",NA,NA,-7.5432257128691,"AgMIP_NoN"
"83","3","CHI",NA,NA,-3.49060965223326,"AgMIP_NoN"
"84","3","JPK",NA,NA,9.61937618699531,"AgMIP_NoN"
"85","3","SEA",NA,NA,-5.53463428317229,"AgMIP_NoN"
"86","3","SAS",NA,NA,-19.9440850522518,"AgMIP_NoN"
"87","3","CAN",NA,NA,16.5311471527123,"AgMIP_NoN"
"88","3","USA",NA,NA,-18.9885529182618,"AgMIP_NoN"
"89","3","CAM",NA,NA,-48.9214378101955,"AgMIP_NoN"
"90","3","SAM",NA,NA,2.59810488540014,"AgMIP_NoN"
"91","3","WEU",NA,NA,11.9078044092109,"AgMIP_NoN"
"92","3","CEE",NA,NA,9.21576832824129,"AgMIP_NoN"
"93","3","FSU",NA,NA,10.6158368917658,"AgMIP_NoN"
"94","3","MDE",NA,NA,8.203103260415,"AgMIP_NoN"
"95","3","NAF",NA,NA,0.459793741563422,"AgMIP_NoN"
"96","3","SSA",NA,NA,-6.99004236518335,"AgMIP_NoN"
"97","1","ANZ",NA,NA,-6.27858147777311,"AgMIP_All"
"98","1","SIS",NA,NA,1.55657414504186,"AgMIP_All"
"99","1","CHI",NA,NA,5.60722965464692,"AgMIP_All"
"100","1","JPK",NA,NA,19.8254459529603,"AgMIP_All"
"101","1","SEA",NA,NA,3.77117745384276,"AgMIP_All"
"102","1","SAS",NA,NA,1.33207050140435,"AgMIP_All"
"103","1","CAN",NA,NA,8.80336694267706,"AgMIP_All"
"104","1","USA",NA,NA,-1.91844416235742,"AgMIP_All"
"105","1","CAM",NA,NA,4.00950481766441,"AgMIP_All"
"106","1","SAM",NA,NA,2.74906917311523,"AgMIP_All"
"107","1","WEU",NA,NA,8.92845516342353,"AgMIP_All"
"108","1","CEE",NA,NA,7.50162500401635,"AgMIP_All"
"109","1","FSU",NA,NA,9.03058736034865,"AgMIP_All"
"110","1","MDE",NA,NA,14.6306347433793,"AgMIP_All"
"111","1","NAF",NA,NA,7.64060334703414,"AgMIP_All"
"112","1","SSA",NA,NA,1.006108285102,"AgMIP_All"
"113","2","ANZ",NA,NA,-3.4132694168038,"AgMIP_All"
"114","2","SIS",NA,NA,2.12427109374127,"AgMIP_All"
"115","2","CHI",NA,NA,11.5724881460256,"AgMIP_All"
"116","2","JPK",NA,NA,31.1284135092916,"AgMIP_All"
"117","2","SEA",NA,NA,5.49465981568843,"AgMIP_All"
"118","2","SAS",NA,NA,-0.578061475518204,"AgMIP_All"
"119","2","CAN",NA,NA,18.9063328790511,"AgMIP_All"
"120","2","USA",NA,NA,-5.35696971131846,"AgMIP_All"
"121","2","CAM",NA,NA,0.772247475215734,"AgMIP_All"
"122","2","SAM",NA,NA,4.16728061200449,"AgMIP_All"
"123","2","WEU",NA,NA,11.7972797972335,"AgMIP_All"
"124","2","CEE",NA,NA,8.46652716003999,"AgMIP_All"
"125","2","FSU",NA,NA,13.5444339511838,"AgMIP_All"
"126","2","MDE",NA,NA,16.9937997104791,"AgMIP_All"
"127","2","NAF",NA,NA,9.54866605059245,"AgMIP_All"
"128","2","SSA",NA,NA,2.05919206649842,"AgMIP_All"
"129","3","ANZ",NA,NA,-1.62916150830581,"AgMIP_All"
"130","3","SIS",NA,NA,-0.590215412676777,"AgMIP_All"
"131","3","CHI",NA,NA,13.8914611240333,"AgMIP_All"
"132","3","JPK",NA,NA,37.1629509492577,"AgMIP_All"
"133","3","SEA",NA,NA,3.39339929240402,"AgMIP_All"
"134","3","SAS",NA,NA,-7.90530680246533,"AgMIP_All"
"135","3","CAN",NA,NA,13.9108599434215,"AgMIP_All"
"136","3","USA",NA,NA,-5.69705029181461,"AgMIP_All"
"137","3","CAM",NA,NA,-7.72008257841246,"AgMIP_All"
"138","3","SAM",NA,NA,5.2609991056088,"AgMIP_All"
"139","3","WEU",NA,NA,13.8069172582655,"AgMIP_All"
"140","3","CEE",NA,NA,8.79541644831659,"AgMIP_All"
"141","3","FSU",NA,NA,15.3067108023696,"AgMIP_All"
"142","3","MDE",NA,NA,18.4290278504391,"AgMIP_All"
"143","3","NAF",NA,NA,6.30126328828423,"AgMIP_All"
"144","3","SSA",NA,NA,0.391014239893892,"AgMIP_All"
